TRUNC_ID,GENPRINT,SCANNING_CODE,STEM_ID,SUBSAMPLE_ID,SUBSAMPLE,Remarks,P Concentration,S Concentration,K Concentration,Ca Concentration,Ti Concentration,V Concentration,Cr Concentration,Mn Concentration,Fe Concentration,Co Concentration,Ni Concentration,Cu Concentration,Zn Concentration,As Concentration,Se Concentration,Rb Concentration,Sr Concentration,Y Concentration,Zr Concentration,Nb Concentration,Mo Concentration,Ag Concentration,Cd Concentration,Sn Concentration,Sb Concentration,Ba Concentration,La Concentration,Ce Concentration,Pr Concentration,Nd Concentration,Ta Concentration,W Concentration,Hg Concentration,Pb Concentration,Bi Concentration,Th Concentration,U Concentration,P Error1s,S Error1s,K Error1s,Ca Error1s,Ti Error1s,V Error1s,Cr Error1s,Mn Error1s,Fe Error1s,Co Error1s,Ni Error1s,Cu Error1s,Zn Error1s,As Error1s,Se Error1s,Rb Error1s,Sr Error1s,Y Error1s,Zr Error1s,Nb Error1s,Mo Error1s,Ag Error1s,Cd Error1s,Sn Error1s,Sb Error1s,Ba Error1s,La Error1s,Ce Error1s,Pr Error1s,Nd Error1s,Ta Error1s,W Error1s,Hg Error1s,Pb Error1s,Bi Error1s,Th Error1s,U Error1s,SITE,YEAR,RUN,RANGE,PAP,BLOCK,RUNPAIR,SET,GENOTYPE,TRIAL,GEN,yield,biomass,sample_weight,grain_g,harvest_index
01077T,1172,Aug 26-17,ST50PKT0WC4F,ST50GEN01077T,Straw,NA,738,913,26812,2437,40,3,16,76,265,-17,-7,-4,-1,-2,-3,17,25,0,-2,0,2,-4,-4,-19,6,137,4,1,9,202,32,-8,-4,2,-40,5,-1,161,36,89,19,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,30,62,78,169,15,1,1,1,2,4,4,York,2018,114,5,30 kg P,2,57,BT 4-Way MAGIC,CAV4081172,York_2018,CAV4081172,3.737468672,10.44,163.02,52.2,0.32020611
0108YZ,1160,Aug 26-18,ST50PKT0WD17,ST50GEN0108YZ,Straw,NA,1045,1215,32949,3451,45,6,18,247,213,-16,-8,-1,2,-2,-3,19,38,2,1,-1,-3,2,1,-17,-5,110,-14,59,-70,182,48,-9,-4,2,-41,4,9,186,42,107,23,1,0,1,2,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,64,82,175,17,1,1,1,2,4,5,York,2018,45,9,30 kg P,1,23,BT 4-Way MAGIC,CAV4081160,York_2018,CAV4081160,4.30198973,11.85,130.53,48.8,0.373860415
010982,417,Aug 26-19,ST50PKT0WDBQ,ST50GEN010982,Straw,NA,662,843,24146,2595,50,7,13,183,225,-15,-8,-2,4,-3,-3,13,41,0,2,2,-2,-4,-6,-30,-12,145,21,30,-71,89,37,-9,-3,2,-38,1,2,158,35,82,19,1,0,1,2,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,63,79,171,16,1,1,1,2,4,4,York,2018,31,11,0 kg P,1,16,BT 4-Way MAGIC,CAV4080417,York_2018,CAV4080417,1.508344031,6.57,225.76,86.4,0.3827073
0108XF,1229,Aug 26-20,ST50PKT0WD0B,ST50GEN0108XF,Straw,NA,710,1186,22395,5010,46,6,17,288,204,-12,-5,-4,0,-3,-3,15,57,-3,0,2,4,-2,0,-25,-3,115,-25,20,-129,-36,38,-9,-4,4,-39,3,-6,181,40,79,25,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,63,79,171,16,1,1,1,2,4,4,York,2018,47,9,30 kg P,1,24,BT 4-Way MAGIC,CAV4081229,York_2018,CAV4081229,3.54139923,7.85,157.1,63.2,0.402291534
0108WG,1148,Aug 26-21,ST50PKT0WCZS,ST50GEN0108WG,Straw,NA,760,2076,43434,3239,52,7,15,135,254,-13,-6,-3,3,-1,-3,17,50,-1,3,-1,-1,-4,-2,-24,-1,152,-24,-115,-160,-175,-2,-8,-3,2,-39,-5,8,195,54,140,24,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,4,3,3,6,6,17,34,68,87,188,16,1,1,1,2,4,5,York,2018,48,12,0 kg P,1,24,BT 4-Way MAGIC,CAV4081148,York_2018,CAV4081148,3.758223684,NA,257.08,101.9,0.396374669
010791,349,Aug 26-22,ST50PKT0WC0B,ST50GEN010791,Straw,NA,473,947,27801,1908,27,4,18,102,176,-14,-10,-4,1,-2,-2,20,21,2,4,-1,-2,0,-4,-11,-7,106,-19,82,-73,-116,3,-9,-3,2,-40,4,4,158,38,95,18,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,33,66,84,181,16,1,1,1,2,4,5,York,2018,112,10,30 kg P,2,56,BT 4-Way MAGIC,CAV4080349,York_2018,CAV4080349,2.646381579,13.76,296.95,90.5,0.304765112
0108QM,598,Aug 26-23,ST50PKT0WCYJ,ST50GEN0108QM,Straw,NA,549,1292,20616,2933,28,3,12,58,190,-16,-8,-2,1,-2,-2,14,40,-4,0,1,-4,-2,1,-24,-6,106,-15,-46,-93,21,-4,-10,-5,2,-40,-2,-2,157,40,73,19,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,32,64,81,175,14,1,1,1,2,4,4,York,2018,55,3,0 kg P,1,28,BT 4-Way MAGIC,CAV4080598,York_2018,CAV4080598,2.35237484,12.16,246.54,85.2,0.345582867
0108FV,1646,Aug 26-24,ST50PKT0WCSF,ST50GEN0108FV,Straw,NA,257,515,24502,3653,43,5,10,53,172,-15,-8,-3,1,-2,-3,10,34,-1,4,3,4,0,4,-19,0,126,-40,49,-267,-270,5,-10,-4,2,-40,-1,-5,157,31,82,21,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,78,169,14,1,1,1,2,4,4,York,2018,66,7,0 kg P,1,33,BT 4-Way MAGIC,CAV4081646,York_2018,CAV4081646,2.772785623,9.3,180.9,66.8,0.369264787
0109VL,589,Aug 26-25,ST50PKT0WDKZ,ST50GEN0109VL,Straw,NA,66,753,23907,3383,46,4,13,149,278,-14,-7,-4,0,-2,-2,15,57,-3,9,1,0,0,-7,-27,0,106,-53,-36,-142,161,24,-10,-4,1,-40,-10,6,150,34,80,20,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,63,79,171,15,1,1,1,2,3,4,York,2018,12,2,30 kg P,1,6,BT 4-Way MAGIC,CAV4080589,York_2018,CAV4080589,4.859986505,15.81,303.34,115,0.379112547
0108Y8,1051,Aug 26-26,ST50PKT0WD0T,ST50GEN0108Y8,Straw,NA,443,899,20122,2838,46,5,15,199,256,-13,-7,-4,0,-2,-3,14,49,-1,-1,-1,3,1,2,-33,-3,122,5,-2,-83,-247,26,-10,-3,2,-44,5,0,153,35,71,19,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,62,78,169,16,1,1,1,2,4,4,York,2018,46,8,0 kg P,1,23,BT 4-Way MAGIC,CAV4081051,York_2018,CAV4081051,2.57098338,9.33,200.04,80.1,0.400419916
0109TY,1312,Aug 26-27,ST50PKT0WDKN,ST50GEN0109TY,Straw,NA,477,1006,28335,3211,69,8,13,299,395,-14,-6,-4,-1,-2,-3,32,53,-3,4,0,0,-1,-2,-31,11,132,-28,-5,-34,62,9,-9,-5,2,-37,-6,7,161,37,91,20,2,0,1,2,6,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,14,29,59,75,162,13,1,1,1,1,3,4,York,2018,12,12,30 kg P,1,6,BT 4-Way MAGIC,CAV4081312,York_2018,CAV4081312,4.120065789,11.07,284.08,123.8,0.435792734
0109JX,683,Aug 26-28,ST50PKT0WDB7,ST50GEN0109JX,Straw,NA,1555,1652,48325,4195,61,6,16,218,415,-13,-8,-2,5,-3,-2,28,42,4,5,1,-4,-1,-2,-19,-11,105,-30,-148,-249,90,16,-7,-5,3,-38,-4,0,221,50,154,27,2,0,1,2,7,2,1,1,1,0,0,1,4,2,2,2,3,3,3,6,6,17,34,68,86,186,17,1,1,1,2,4,5,York,2018,32,12,30 kg P,1,16,BT 4-Way MAGIC,CAV4080683,York_2018,CAV4080683,4.623355263,11.96,281.99,89.1,0.315968651
0109W1,945,Aug 26-29,ST50PKT0WDL8,ST50GEN0109W1,Straw,NA,509,1001,25608,1897,35,4,7,66,156,-16,-8,-4,3,-2,-2,15,40,0,3,1,2,-5,-3,-24,-8,113,-3,64,-1,-233,7,-9,-4,3,-35,1,-1,144,35,82,16,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,78,167,14,1,1,1,1,4,4,York,2018,11,7,0 kg P,1,6,BT 4-Way MAGIC,CAV4080945,York_2018,CAV4080945,2.666880616,12.58,205.6,66.7,0.324416342
0108XY,1187,Aug 26-31,ST50PKT0WD0L,ST50GEN0108XY,Straw,NA,905,1475,45913,4066,71,6,13,62,380,-15,-4,-3,0,-2,-2,27,47,-1,3,-1,2,-3,1,-20,3,99,-78,-152,-67,-271,1,-7,-4,1,-35,-2,-2,201,47,144,26,2,0,1,1,7,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,32,64,82,176,15,1,1,1,2,4,4,York,2018,47,1,30 kg P,1,24,BT 4-Way MAGIC,CAV4081187,York_2018,CAV4081187,5.131578947,12.45,344.98,119.3,0.345817149
01078J,1445,Aug 26-32,ST50PKT0WC4V,ST50GEN01078J,Straw,NA,316,705,25191,5445,42,6,14,59,163,-13,-8,-3,3,-3,-3,11,51,-2,2,-1,-1,-1,1,-31,-10,138,-21,37,-184,-169,24,-8,-4,2,-40,0,2,182,36,88,27,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,66,85,182,17,1,1,1,2,4,5,York,2018,113,6,0 kg P,2,57,BT 4-Way MAGIC,CAV4081445,York_2018,CAV4081445,2.017008986,8.28,102,41.5,0.406862745
0109SL,949,Aug 26-33,ST50PKT0WDLQ,ST50GEN0109SL,Straw,NA,2285,2005,59752,3437,32,3,8,60,276,-14,-6,-3,15,-2,-2,27,48,1,2,-1,1,-6,-6,-24,-10,115,-3,-6,-116,-353,5,-8,-3,1,-33,-6,0,228,53,179,26,1,0,1,1,6,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,31,62,79,170,14,1,1,1,2,4,4,York,2018,10,7,0 kg P,1,5,BT 4-Way MAGIC,CAV4080949,York_2018,CAV4080949,2.604300385,13.79,187.87,43.9,0.23367222
0108NP,1528,Aug 26-34,ST50PKT0WCRB,ST50GEN0108NP,Straw,NA,412,853,23066,2397,34,3,9,72,147,-15,-7,-3,1,-2,-2,9,34,0,0,0,1,-4,-5,-29,-3,117,-15,-68,-173,203,1,-10,-5,1,-35,3,2,145,34,76,17,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,14,29,58,73,159,13,1,1,1,1,4,4,York,2018,61,11,0 kg P,1,31,BT 4-Way MAGIC,CAV4081528,York_2018,CAV4081528,2.358793325,11.11,109.63,30.3,0.276384201
010780,737,Aug 26-35,ST50PKT0WC4J,ST50GEN010780,Straw,NA,674,995,38275,2280,26,4,14,84,126,-10,-7,-3,-2,-1,-2,21,30,0,1,1,6,1,1,-15,2,130,-32,39,-181,-7,-3,-8,-4,1,-39,-2,3,175,40,123,21,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,64,81,176,15,1,1,1,2,4,4,York,2018,114,2,30 kg P,2,57,BT 4-Way MAGIC,CAV4080737,York_2018,CAV4080737,3.201754386,12.34,254.52,67.6,0.265597988
01079M,139,Aug 26-36,ST50PKT0WC0M,ST50GEN01079M,Straw,NA,729,1004,31102,3031,57,6,21,110,441,-14,-3,-1,0,-2,-2,13,34,-2,8,-1,-2,1,1,-28,-17,112,-27,-24,-222,231,24,-6,-3,1,-37,-5,5,180,40,105,22,2,0,1,1,7,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,33,67,85,184,17,1,1,1,2,4,5,York,2018,112,1,30 kg P,2,56,BT 4-Way MAGIC,CAV4080139,York_2018,CAV4080139,4.919407895,13.07,316.62,130.4,0.411850167
0109VV,1274,Aug 26-37,ST50PKT0WDL5,ST50GEN0109VV,Straw,NA,35,650,27633,4722,98,15,14,263,286,-15,-4,-3,9,-2,-2,21,62,-2,2,-1,3,1,2,-25,-9,174,-12,4,-110,217,7,-10,-3,2,-35,0,1,163,33,89,24,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,60,76,165,14,1,1,1,1,4,4,York,2018,11,10,0 kg P,1,6,BT 4-Way MAGIC,CAV4081274,York_2018,CAV4081274,1.023026316,5.92,81.1,31.1,0.383477189
0108XT,484,Aug 26-38,ST50PKT0WD0J,ST50GEN0108XT,Straw,NA,881,824,18443,3127,43,5,14,64,211,-15,-6,-2,0,-2,-3,19,41,-2,3,1,4,-6,-6,-29,6,106,-10,90,-88,95,-22,-10,-4,2,-38,3,-5,165,35,68,19,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,78,167,13,1,1,1,2,4,4,York,2018,47,3,30 kg P,1,24,BT 4-Way MAGIC,CAV4080484,York_2018,CAV4080484,5.407573813,14.62,291.7,116.7,0.400068564
0108XR,M73-13,Aug 26-39,ST50PKT0WD0H,ST50GEN0108XR,Straw,NA,781,982,28346,5039,45,6,15,66,208,-16,-6,-1,2,-2,-2,23,63,-1,2,0,2,-2,-4,-29,-15,157,12,64,-338,-170,27,-10,-4,3,-40,-4,-5,193,40,97,27,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,17,34,68,87,187,18,1,1,1,2,4,4,York,2018,47,4,30 kg P,1,24,Maringa_Spica,M73-13,York_2018,M73-13,3.500337382,16.99,192.6,49.3,0.255970924
0107R3,718,Aug 26-40,ST50PKT0WCCR,ST50GEN0107R3,Straw,NA,766,1213,37992,2437,21,3,8,123,91,-13,-8,-3,2,-2,-2,26,31,-4,-1,1,3,-1,-3,-15,5,124,-2,179,-76,-37,34,-11,-3,2,-34,5,2,174,42,119,20,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,63,79,171,16,1,1,1,2,4,4,York,2018,94,8,30 kg P,2,47,BT 4-Way MAGIC,CAV4080718,York_2018,CAV4080718,3.917936288,13.63,283.09,77,0.271998304
010797,1495,Aug 26-41,ST50PKT0WC0F,ST50GEN010797,Straw,NA,464,580,18802,3528,36,6,19,133,205,-15,-6,-3,0,-3,-3,9,44,4,-1,-2,0,-7,-4,-28,4,99,11,46,-66,-66,-16,-8,-4,3,-42,-1,-2,161,32,69,21,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,32,64,82,175,14,1,1,1,2,4,4,York,2018,112,7,30 kg P,2,56,BT 4-Way MAGIC,CAV4081495,York_2018,CAV4081495,3.03915276,12.79,197,60,0.304568528
0108WQ,1265,Aug 26-42,ST50PKT0WCZX,ST50GEN0108WQ,Straw,NA,427,960,21884,2352,40,5,16,140,205,-13,-3,-2,2,-1,-2,16,41,-1,4,2,2,3,-3,-22,-2,109,34,127,-136,-203,8,-11,-4,1,-42,-4,-6,146,35,74,17,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,14,29,59,75,164,14,1,1,1,1,3,3,York,2018,48,8,0 kg P,1,24,BT 4-Way MAGIC,CAV4081265,York_2018,CAV4081265,2.944944598,10.78,200.55,72.8,0.363001745
0108X9,808,Aug 26-43,ST50PKT0WD08,ST50GEN0108X9,Straw,NA,861,1153,32322,3506,61,10,24,145,194,-16,-7,-1,3,-3,-3,15,50,-1,4,3,-3,-4,-5,-12,3,191,-8,20,-192,102,20,-6,-4,3,-42,-1,3,199,45,115,25,2,0,1,2,6,2,1,1,1,1,0,0,4,2,2,2,4,3,4,7,7,18,37,73,93,202,19,2,1,1,2,5,5,York,2018,47,11,30 kg P,1,24,BT 4-Way MAGIC,CAV4080808,York_2018,CAV4080808,4.648587933,12.41,213.79,87.9,0.41115113
0108X3,665,Aug 26-44,ST50PKT0WD03,ST50GEN0108X3,Straw,NA,701,1094,23875,2538,36,5,16,49,209,-15,-3,-1,2,-2,-2,10,43,1,3,-1,4,-1,3,-21,4,94,15,25,-14,87,10,-10,-3,1,-42,0,3,162,39,83,19,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,32,64,82,176,16,1,1,1,2,4,4,York,2018,48,2,0 kg P,1,24,BT 4-Way MAGIC,CAV4080665,York_2018,CAV4080665,2.913292848,12.58,243.59,102.4,0.420378505
010799,747,Aug 26-45,ST50PKT0WC0G,ST50GEN010799,Straw,NA,947,858,34941,3976,40,6,19,114,275,-14,-6,-1,0,-2,-3,13,44,-2,2,0,3,-3,-4,-15,-6,117,-60,58,-130,-18,6,-7,-4,3,-41,2,0,190,38,113,24,1,0,1,1,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,67,84,182,16,1,1,1,2,4,4,York,2018,112,6,30 kg P,2,56,BT 4-Way MAGIC,CAV4080747,York_2018,CAV4080747,2.854621309,8.43,224.57,91.3,0.406554749
0109SB,1035,Aug 26-46,ST50PKT0WDLL,ST50GEN0109SB,Straw,NA,324,650,23267,2979,68,9,14,247,233,-14,-8,-2,4,-2,-3,17,35,-1,3,2,3,-2,-1,-34,-6,127,-5,-3,-132,160,-6,-10,-4,2,-43,2,0,153,33,79,19,2,0,1,2,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,78,168,13,1,1,1,2,4,4,York,2018,10,11,0 kg P,1,5,BT 4-Way MAGIC,CAV4081035,York_2018,CAV4081035,2.008985879,7.43,136.02,50.1,0.368328187
010782,118,Aug 26-47,ST50PKT0WC4K,ST50GEN010782,Straw,NA,981,1233,39600,3992,51,6,15,91,336,-11,-4,-1,1,-2,-2,19,27,1,3,2,3,-5,-8,-28,-9,90,43,56,-81,-73,8,-10,-4,3,-39,2,-4,200,44,129,26,2,0,1,1,7,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,65,83,181,16,1,1,1,2,4,4,York,2018,114,1,30 kg P,2,57,BT 4-Way MAGIC,CAV4080118,York_2018,CAV4080118,4.332236842,12.32,254.47,80.1,0.314771879
0109KD,1500,Aug 26-49,ST50PKT0WDBG,ST50GEN0109kd,Grain,NA,3102,930,5559,316,11,-2,-15,77,32,-12,-12,-6,16,-1,-2,11,3,0,-1,0,-1,0,0,-29,-8,4,-17,-23,-45,97,-6,-13,-5,-2,-17,-2,-1,125,24,22,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,6,1,0,0,1,1,1,York,2018,32,5,30 kg P,1,16,BT 4-Way MAGIC,CAV4081500,York_2018,CAV4081500,4.053884712,14.83,303.58,96.9,0.319190988
0109K4,1449,Aug 26-50,ST50PKT0WDBB,ST50GEN0109k4,Grain,NA,2252,807,4250,269,4,-3,-14,48,27,-13,-13,-6,16,-1,-2,7,6,1,0,0,-1,-3,-2,-30,-7,11,-12,35,-36,-10,-6,-13,-4,-1,-17,-2,1,111,23,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,6,1,0,0,1,1,1,York,2018,32,9,30 kg P,1,16,BT 4-Way MAGIC,CAV4081449,York_2018,CAV4081449,4.815468549,11.84,351.28,139.6,0.39740378
0109W2,945,Aug 26-51,ST50PKT0WDL8,ST50GEN0109w2,Grain,NA,2807,904,4986,235,0,-3,-14,29,28,-15,-12,-4,22,-1,-2,7,3,-1,-1,0,0,-2,-1,-25,-1,11,-26,-4,-40,90,-2,-13,-4,-2,-18,-2,-1,120,24,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,91,6,1,0,0,1,1,1,York,2018,11,7,0 kg P,1,6,BT 4-Way MAGIC,CAV4080945,York_2018,CAV4080945,2.666880616,12.58,205.6,66.7,0.324416342
0109JH,253,Aug 26-52,ST50PKT0WD9Y,ST50GEN0109jh,Grain,NA,2489,1023,4048,280,5,-2,-14,46,14,-14,-12,-3,24,-2,-2,7,4,0,-1,0,-1,-2,-1,-22,-2,14,-18,10,16,242,-15,-13,-5,-1,-17,-5,0,115,25,18,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,89,5,1,0,0,1,1,1,York,2018,33,7,0 kg P,1,17,BT 4-Way MAGIC,CAV4080253,York_2018,CAV4080253,2.232028241,10.94,87.38,24.7,0.282673381
0109JP,1064,Aug 26-53,ST50PKT0WDB1,ST50GEN0109JP,Grain,NA,3044,830,5165,282,4,-3,-15,49,31,-14,-12,-3,18,-1,-2,11,4,-1,-1,-1,-1,-3,-3,-20,-6,16,-6,33,-33,52,-7,-13,-5,-2,-17,-4,1,124,23,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1,York,2018,33,4,0 kg P,1,17,BT 4-Way MAGIC,CAV4081064,York_2018,CAV4081064,2.879554656,10.59,272.97,103.7,0.379895227
0109JC,828,Aug 26-54,ST50PKT0WD9W,ST50GEN0109JC,Grain,NA,3159,924,4393,297,9,-2,-15,56,19,-15,-11,-4,27,-1,-2,8,7,0,-1,0,-2,-2,-1,-27,2,22,-29,-65,1,34,-6,-12,-4,-2,-18,-4,-2,124,24,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,1,3,3,8,16,32,41,89,5,1,0,0,1,1,1,York,2018,33,9,0 kg P,1,17,BT 4-Way MAGIC,CAV4080828,York_2018,CAV4080828,2.063543004,9.96,147,47,0.319727891
0109SH,1493,Aug 26-55,ST50PKT0WDLN,ST50GEN0109SH,Grain,NA,2088,984,3935,349,4,-3,-14,55,21,-14,-12,-2,23,0,-2,7,7,0,0,-1,-2,-2,-1,-27,-4,29,3,38,-80,37,0,-12,-5,-3,-17,-1,-2,109,24,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,6,1,0,0,1,1,1,York,2018,10,9,0 kg P,1,5,BT 4-Way MAGIC,CAV4081493,York_2018,CAV4081493,2.153401797,8.17,179.11,65.7,0.36681369
010985,886,Aug 26-56,ST50PKT0WDBR,ST50GEN010985,Grain,NA,2340,961,3888,283,8,-2,-14,58,16,-14,-12,-4,23,-1,-2,6,6,0,-1,0,-1,-1,-1,-24,-3,17,-20,13,-55,71,-10,-12,-4,-2,-20,-3,-1,113,24,18,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1,York,2018,31,10,0 kg P,1,16,BT 4-Way MAGIC,CAV4080886,York_2018,CAV4080886,1.756578947,8.3,135.42,47.2,0.348545267
0109JM,177,Aug 26-57,ST50PKT0WDB0,ST50GEN0109JM,Grain,NA,2854,717,3863,303,2,-3,-15,46,11,-14,-12,-2,22,-1,-2,9,5,0,-1,0,-3,-2,0,-24,-4,12,-2,-23,-49,-5,-15,-12,-4,-1,-17,-3,0,120,22,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,33,5,0 kg P,1,17,BT 4-Way MAGIC,CAV4080177,York_2018,CAV4080177,2.694235589,11.04,184.75,69.4,0.37564276
01092K,WESTONIA,Aug 26-58,ST50PKT0WD7R,ST50GEN01092K,Grain,NA,2787,812,4789,333,6,-3,-14,47,33,-14,-12,-4,17,-1,-2,8,7,-1,-1,-1,-2,0,0,-26,-1,23,-7,-15,-56,55,-12,-12,-4,-1,-20,-4,3,121,23,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,91,5,1,0,0,1,1,2,York,2018,34,11,30 kg P,1,17,MAGIC Parents,WESTONIA,York_2018,WESTONIA,5.56322208,12.63,262.26,95.4,0.363761153
0108YK,662,Aug 26-59,ST50PKT0WD0Y,ST50GEN0108YK,Grain,NA,3179,861,4273,344,3,-2,-13,32,306,-14,-11,-1,32,-1,-2,9,6,0,-1,0,-1,0,-2,-25,-1,18,0,40,-106,-114,-17,-12,-5,-1,-18,-3,-3,127,23,19,5,1,0,0,1,4,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,5,1,0,0,1,1,1,York,2018,46,4,0 kg P,1,23,BT 4-Way MAGIC,CAV4080662,York_2018,CAV4080662,2.503373819,12.28,235.93,94.5,0.400542534
0108GG,1217,Aug 26-60,ST50PKT0WCSS,ST50GEN0108GG,Grain,NA,3339,839,4468,211,3,-2,-14,33,27,-13,-12,-3,12,-1,-2,7,4,0,-1,-1,-2,0,0,-24,0,17,-13,-26,-48,31,-17,-12,-4,-2,-18,-6,1,128,23,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,5,1,0,0,1,1,2,York,2018,65,10,30 kg P,1,33,BT 4-Way MAGIC,CAV4081217,York_2018,CAV4081217,3.264802632,11.58,225.66,80.5,0.356731366
0109K8,1633,Aug 26-61,ST50PKT0WDBD,ST50GEN0109K8,Grain,NA,3109,1003,4883,352,5,-3,-15,59,31,-14,-12,-4,20,-1,-3,10,8,-2,-1,0,-2,-2,-3,-25,-4,21,-12,38,-15,110,-8,-12,-5,-2,-18,-2,-1,126,25,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,92,6,1,0,0,1,1,1,York,2018,32,7,30 kg P,1,16,BT 4-Way MAGIC,CAV4081633,York_2018,CAV4081633,4.929396662,12.85,312.05,117.9,0.377824067
01097S,399,Aug 26-62,ST50PKT0WDBH,ST50GEN01097S,Grain,NA,3453,833,4463,200,4,-2,-15,56,34,-15,-12,-5,21,-1,-2,13,3,-2,-1,-1,-1,0,-1,-25,-5,35,1,-10,-28,139,-5,-11,-5,-1,-18,-5,2,128,23,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,91,6,1,0,0,1,1,2,York,2018,32,4,30 kg P,1,16,BT 4-Way MAGIC,CAV4080399,York_2018,CAV4080399,4.009784076,11.18,312.1,117.8,0.377443127
0109TZ,1312,Aug 26-64,ST50PKT0WDKN,ST50GEN0109TZ,Grain,NA,2927,792,4464,187,2,-2,-14,48,44,-15,-12,-6,17,-1,-2,15,4,-1,-1,-1,-2,-1,-2,-23,-9,15,-19,-27,-1,110,-11,-12,-5,-1,-16,-3,-1,122,23,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,12,12,30 kg P,1,6,BT 4-Way MAGIC,CAV4081312,York_2018,CAV4081312,4.120065789,11.07,284.08,123.8,0.435792734
01097Z,349,Aug 26-65,ST50PKT0WDBL,ST50GEN01097Z,Grain,NA,4527,1101,4596,301,3,-3,-13,61,30,-12,-12,-5,30,-1,-2,14,4,-1,-1,-1,0,2,-1,-25,-7,18,1,0,7,32,-5,-12,-4,-2,-16,-4,1,145,26,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,43,91,6,1,0,0,1,1,2,York,2018,32,1,30 kg P,1,16,BT 4-Way MAGIC,CAV4080349,York_2018,CAV4080349,4.203947368,14.17,231.41,70,0.30249341
