SCANNING_CODE,P Concentration,S Concentration,K Concentration,Ca Concentration,Ti Concentration,V Concentration,Cr Concentration,Mn Concentration,Fe Concentration,Co Concentration,Ni Concentration,Cu Concentration,Zn Concentration,As Concentration,Se Concentration,Rb Concentration,Sr Concentration,Y Concentration,Zr Concentration,Nb Concentration,Mo Concentration,Ag Concentration,Cd Concentration,Sn Concentration,Sb Concentration,Ba Concentration,La Concentration,Ce Concentration,Pr Concentration,Nd Concentration,Ta Concentration,W Concentration,Hg Concentration,Pb Concentration,Bi Concentration,Th Concentration,U Concentration,P Error1s,S Error1s,K Error1s,Ca Error1s,Ti Error1s,V Error1s,Cr Error1s,Mn Error1s,Fe Error1s,Co Error1s,Ni Error1s,Cu Error1s,Zn Error1s,As Error1s,Se Error1s,Rb Error1s,Sr Error1s,Y Error1s,Zr Error1s,Nb Error1s,Mo Error1s,Ag Error1s,Cd Error1s,Sn Error1s,Sb Error1s,Ba Error1s,La Error1s,Ce Error1s,Pr Error1s,Nd Error1s,Ta Error1s,W Error1s,Hg Error1s,Pb Error1s,Bi Error1s,Th Error1s,U Error1s
Aug 22-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sep 23-23,1356,1336,27214,24698,3029,90,59,677,28802,-19,33,136,440,122,2,124,241,32,279,16,5,6,57,11,30,533,-7,132,-309,-425,38,9,13,1443,-2,8,3,470,76,126,103,17,2,2,5,106,18,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,48,63,139,12,3,2,7,2,3,3
Sep 23-24,2552,1075,3507,422,-2,-3,-14,66,33,-13,-10,-2,32,-1,-2,6,5,0,0,-1,0,-2,0,-18,-4,22,-1,-25,-51,72,-5,-11,-5,-1,-19,0,1,118,25,17,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,18,35,45,96,6,1,0,0,1,2,2
Sep 23-25,3217,961,4613,458,-2,-3,-16,70,40,-14,-13,-2,32,-1,-2,6,5,1,-1,0,-1,-2,-2,-25,-2,11,-4,-50,-40,-32,-4,-13,-4,-2,-20,-3,-1,129,24,20,6,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,94,6,1,0,0,1,1,2
Sep 23-26,2660,921,3950,383,-2,-3,-17,48,32,-15,-12,-2,28,-1,-2,6,5,0,0,0,0,-1,-1,-27,-3,11,-21,50,-105,-121,-11,-11,-4,-1,-19,-3,0,120,24,19,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,2,3,3,8,17,35,44,96,6,1,0,0,1,1,2
Sep 23-27,2718,1042,3218,351,1,-3,-13,66,48,-14,-12,-3,30,-1,-2,6,4,-1,1,-1,-2,0,1,-21,1,33,-27,-22,-69,66,-3,-12,-4,-1,-18,-3,3,119,25,16,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,35,44,95,6,1,0,0,1,1,2
Sep 23-28,2331,1013,3052,337,3,-3,-13,50,33,-13,-12,-3,28,-1,-2,6,4,0,0,-1,-1,-2,-3,-22,-3,14,-12,44,-4,-16,2,-12,-5,-2,-19,-4,-1,113,24,16,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,94,6,1,0,0,1,1,2
Sep 23-29,2175,1048,2932,342,0,-3,-14,56,38,-13,-11,-2,28,-1,-3,6,5,-1,-1,-1,-1,-2,-2,-28,-6,29,-11,-45,-18,223,-17,-13,-4,-1,-20,1,1,112,25,16,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,35,44,95,6,1,0,0,1,2,2
Sep 23-30,2238,962,2599,293,-2,-3,-13,42,21,-14,-11,-3,21,-1,-2,5,4,-1,-1,0,1,-2,-2,-27,-4,24,-51,-57,-94,119,-1,-12,-5,-2,-16,-3,1,109,24,14,4,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1
Sep 23-31,2047,998,2619,285,-3,-3,-13,47,19,-12,-12,-3,23,-1,-2,5,4,0,0,-1,0,0,1,-25,-8,6,5,12,-77,21,-5,-13,-5,-2,-16,-2,2,106,24,14,4,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,2
Sep 23-32,2193,983,2506,274,-3,-3,-14,43,17,-14,-11,-4,23,-1,-2,5,3,-1,0,-1,-2,-2,-3,-27,-5,12,-8,42,3,24,-2,-13,-4,-2,-17,-2,1,108,24,14,4,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1
Sep 23-33,2143,1377,26445,24214,3043,87,60,680,28530,-26,25,131,419,121,2,125,229,26,266,19,7,9,53,12,28,526,17,139,-234,-250,36,12,10,1426,-4,16,4,485,77,125,103,17,2,2,5,107,18,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,24,49,64,141,12,3,2,7,2,4,3
